"","created_at","id","id_str","full_text","truncated","display_text_range","entities","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","lang","quoted_status","text","favorited_by","scopes","display_text_width","retweeted_status","quoted_status_id","quoted_status_id_str","quoted_status_permalink","quote_count","timestamp_ms","reply_count","filter_level","metadata","query","withheld_scope","withheld_copyright","withheld_in_countries","possibly_sensitive_appealable"
"1","2022-12-09 08:56:47","1601214279214305280","1601214279214305289","What exactly does the US want from Asia?
https://t.co/fTQ8CDK8iZ","FALSE","64","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = ""https://t.co/fTQ8CDK8iZ"", expanded_url = ""https://article.wn.com/view/2022/11/16/What_exactly_does_the_US_want_from_Asia/"", display_url = ""article.wn.com/view/2022/11/1…"", indices = list(start = 41, end = 64), unwound = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,"NA","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))",NA,"FALSE","50","278","FALSE","FALSE","FALSE","en","NA","What exactly does the US want from Asia?
https://t.co/fTQ8CDK8iZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2022-12-08 08:59:04","1600852462218661888","1600852462218661889","What does COVID-19 origins inquiry mean for U.S. scientists?
https://t.co/CPG6B7a9ym","FALSE","84","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = ""https://t.co/CPG6B7a9ym"", expanded_url = ""https://muckrack.com/link/ypsGO6/what-does-covid-19-origins-inquiry-mean-for-us-scientists"", display_url = ""muckrack.com/link/ypsGO6/wh…"", indices = list(start = 61, end = 84), unwound = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,"NA","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))",NA,"FALSE","86","504","FALSE","FALSE","FALSE","en","NA","What does COVID-19 origins inquiry mean for U.S. scientists?
https://t.co/CPG6B7a9ym",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2022-12-07 08:00:20","1600475297044115456","1600475297044115456","When a friend in need becomes a friend in greed – How US stabs its European allies in the back
https://t.co/t8zNSl3LIm","FALSE","118","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = ""https://t.co/t8zNSl3LIm"", expanded_url = ""http://heartofasia.af/when-a-friend-in-need-becomes-a-friend-in-greed-how-us-stabs-its-european-allies-in-the-back/"", display_url = ""heartofasia.af/when-a-friend-…"", indices = list(start = 95, end = 118), unwound = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,"NA","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))",NA,"FALSE","213","1018","FALSE","FALSE","FALSE","en","NA","When a friend in need becomes a friend in greed – How US stabs its European allies in the back
https://t.co/t8zNSl3LIm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2022-12-06 08:07:27","1600114700125351936","1600114700125351936","US politics vanishing into entertainment
https://t.co/hqcO7Mn8FW","FALSE","64","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = ""https://t.co/hqcO7Mn8FW"", expanded_url = ""https://muckrack.com/link/ypCDPe/us-politics-vanishing-into-entertainment"", display_url = ""muckrack.com/link/ypCDPe/us…"", indices = list(start = 41, end = 64), unwound = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,"NA","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))",NA,"FALSE","70","451","FALSE","FALSE","FALSE","en","NA","US politics vanishing into entertainment
https://t.co/hqcO7Mn8FW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
