created_at,full_text,retweet_count,favorite_count,screen_name
2022-11-24T13:54:46Z,3D animators show how a 388-meter-high skyscraper in #Shenzhen was built in a single-take video. https://t.co/pbghjCFlhm,61,316,zlj517
2022-11-24T13:53:40Z,"The construction of Lusail Stadium, the main stadium of the World Cup Qatar 2022, built by a Chinese company. https://t.co/bspTs6OpIk",102,432,zlj517
2022-11-24T12:05:00Z,"Que le train du développement commun aille de l'avant à travers le brouillard de l'économie mondiale
https://t.co/emOavb3JHJ",56,190,zlj517
2022-11-23T12:01:00Z,"What exactly does the US want from Asia?
https://t.co/fTQ8CDJAtr",75,307,zlj517
2022-11-22T10:36:00Z,"What does #COVID19 origins inquiry mean for U.S. scientists?
https://t.co/CPG6B6S0ke",63,421,zlj517
2022-11-21T12:35:00Z,"When a friend in need becomes a friend in greed – How US stabs its European allies in the back
https://t.co/t8zNSkLCue",328,1475,zlj517
2022-11-15T12:14:12Z,"The dollar is smiling. The world is not amused. 
https://t.co/91S34jvKTQ",48,216,zlj517
2022-11-14T12:58:10Z,"Russia-Ukraine crisis, a bonanza for U.S.
https://t.co/I1yRSBaZ2y",33,139,zlj517
2022-11-13T11:52:17Z,"Why is the world's richest country starving its people?
https://t.co/Y9y0hcqvI6",146,574,zlj517
2022-11-11T15:14:21Z,"The Border Is Not Only for Migrants, But Also for U.S. Party Politics
https://t.co/2nq436Lri6",43,155,zlj517
2022-11-10T14:15:06Z,"Dear friends, many thanks for the blessings on my birthday. I wish you all every success in the career and every happiness in your life!",285,5775,zlj517
2022-11-09T13:30:05Z,"Anti-Indigenous racism -- Canada's most persistent and pressing human rights issue
https://t.co/AoxwuILNAu",68,327,zlj517
2022-11-08T11:17:38Z,"Democracy dies when money knocks on the door
https://t.co/tyr1UoCiQe",232,1157,zlj517
2022-10-31T12:28:24Z,"CPEC, as BRI’s flagship program and landmark of China-Pakistan cooperation, has given a considerable boost to Pakistan’s economy &amp; living standards. https://t.co/3iWuKamtbC",211,1012,zlj517
2022-10-31T12:28:06Z,Warm welcome to Prime Minister Shehbaz Sharif! We look forward to greater high-level strategic cooperation with Pakistan. https://t.co/b4ugBVEB86,125,618,zlj517
2022-10-27T13:10:28Z,"In the first 3 quarters of 2022, China's GDP increased by 3% y-on-y, totaling 87 trillion yuan. https://t.co/GBVQedOB6k",188,1123,zlj517
2022-10-27T13:10:10Z,"Evening in #Beijing
CR: Sharing Travel https://t.co/xyHfsd7K0a",261,2615,zlj517
2022-10-27T13:09:50Z,"Autumn in the Forbidden City, #Beijing https://t.co/i2Hi0zslgd",244,1763,zlj517
2022-10-26T12:50:00Z,China in a decade.#ChinaDecade https://t.co/vvnnbWvrKd,339,1561,zlj517
2022-10-26T12:37:00Z,"The cotton harvest season has started in #Xinjiang, the largest cotton-growing area in #China. https://t.co/mpJAW61Fl0",233,1384,zlj517
2022-10-26T12:30:00Z,"""Lucid waters and lush mountains are invaluable assets."" China continues to deliver on its green commitment. https://t.co/prH5X9BRyz",117,421,zlj517
2022-10-26T12:01:00Z,China is one of the safest countries in the world. https://t.co/94sOdFhrwy,2387,13531,zlj517
2022-10-26T01:40:00Z,The Fifth China International Import Expo (#CIIE) is coming! https://t.co/aQjFAcvPrq,210,1548,zlj517
2022-10-26T00:52:00Z,"With 3 million participants, an interactive survey reveals what China has experienced over the last decade in the eyes of Chinese people. #ChinaDecade https://t.co/0GGvoC0QQs",120,498,zlj517
2022-10-26T00:19:29Z,"Hanging Roads on Cliff and basketball court in Karst cave, “Engineering Wonders” of #povertyalleviation projects in Guizhou. https://t.co/qGjeQJTBn7",81,286,zlj517
2022-10-26T00:18:46Z,Let's follow Pan's adventures in the Metaverse for an insight into how far China has advanced in pursuit of national rejuvenation in the past decade. #ChinaDecade https://t.co/rNy73xATMG,91,338,zlj517
2022-10-24T01:43:00Z,typo: benefits,23,156,zlj517
2022-10-23T12:39:43Z,Stunning night view in #Chongqing https://t.co/tFwuYanRcm,320,2995,zlj517
2022-10-23T12:39:22Z,"Coastal bike path in #Xiamen, #Fujian https://t.co/SNxD8AsTVz",202,1243,zlj517
2022-10-23T12:38:38Z,"China builds trade corridors aiming for shared nenefits and mutual opportunities.
https://t.co/Nm1yFbBy4t",55,321,zlj517
2022-10-22T11:06:18Z,"No place for rules and order in the 'rules-based international order'
https://t.co/95WcjR06Be",106,371,zlj517
2022-10-21T14:38:32Z,Numbers related to China https://t.co/s2tRURu9UY,142,582,zlj517
2022-10-21T14:37:45Z,China in the past decade https://t.co/7ob5OxVEVz,111,456,zlj517
2022-10-21T14:36:08Z,China's pathway to poverty eradication. https://t.co/Rn7RI6WViC,131,544,zlj517
2022-10-21T14:34:18Z,https://t.co/x2MKqhIneE,69,267,zlj517
2022-10-21T14:33:12Z,A glimpse of China in 2035 https://t.co/O8CdrWJYWt,296,1384,zlj517
2022-10-21T14:32:04Z,"By 2030, the BRI will play an even bigger role. https://t.co/CnOTY9goyN",102,391,zlj517
2022-10-21T14:31:04Z,Major-country diplomacy with Chinese characteristics in past decade. #20thCPCNationalCongress https://t.co/DXHSTpyxH5,74,256,zlj517
2022-10-21T14:28:55Z,General Secretary Xi Jinping elaborates on Chinese modernization. #20thCPCNationalCongress https://t.co/kAe0oN8I75,389,2256,zlj517
2022-10-20T13:27:04Z,"A Bollywood movie doesn’t need a Hollywood director: India’s march on the road of decolonization
https://t.co/XDYOeYONIe",97,492,zlj517
2022-10-19T13:41:43Z,The American restrictions on chips will only weaken its comprehensive competitiveness. https://t.co/m2lGDHLmgP,99,447,zlj517
2022-10-19T13:38:02Z,We are the Communist Party of China. #ThisIsCPC https://t.co/5qZgWTfUAO,699,3570,zlj517
2022-10-19T13:32:44Z,"All box girders along the Chinese built Jakarta-Bandung High Speed Railway (HSR) have now been installed, laying a solid foundation for the route's completion and opening to traffic in June 2023. https://t.co/fiJrzt4zgV",99,375,zlj517
2022-10-19T13:31:49Z,"CPC has continually given top priority to healthcare at the grass-roots level, which is reflected in the achievements of a series of medical reforms over the last decade. #20thCPCNationalCongress https://t.co/eIB705J6gW",118,456,zlj517
2022-10-19T13:30:20Z,Glorious 10 years in pictures. #ChinaDecade https://t.co/NoRmr5gTz8,199,971,zlj517
2022-10-19T02:22:11Z,True/fake representation of the people #China #US https://t.co/zNTfmP2IlE,2394,14175,zlj517
2022-10-18T14:32:25Z,"Xi Jinping: China stands firmly against hegemonism and power politics, Cold War mentaliy, interference in other countries' internal affairs, and double standards. https://t.co/l5tyiQNBrm",440,1813,zlj517
2022-10-18T14:30:56Z,What does China's modernization mean to China and the world? #20thCPCNationalCongress #20thCPC https://t.co/AIkrnLgfol,118,378,zlj517
2022-10-18T14:29:50Z,Pakistani expert: “Why the CPC is still life dynamic and playing a leading role after 100 years? The only reason is that the CPC leadership always focuses on the people-centric development approach.” https://t.co/qagS0vc1Ex,90,339,zlj517
2022-10-18T14:29:02Z,"China vows efforts to ensure food security, regional development, clean energy. #20thCPCNationalCongress https://t.co/2f8fm4htQQ",136,525,zlj517
2022-10-17T14:37:02Z,Inside #Ethiopia’s China-aided project of the Science Museum https://t.co/xqzphrfI24,108,652,zlj517
2022-10-17T14:36:24Z,China has solved daunting problems in the last ten years. Look at the differences shown by satellites. https://t.co/NlxXomuuoo,170,667,zlj517
2022-10-17T14:33:01Z,"China will never seek hegemony or engage in expansionism, said General Secretary Xi Jinping in his report at #20thCPCNationalCongress. https://t.co/UuQrgU9qeb",450,2056,zlj517
2022-10-17T14:31:56Z,"In General Secretary Xi Jinping's report to #20thCPCNationalCongress, these numbers reflect China's extraordinary achievements in the past decade. https://t.co/AfghNjF6dd",182,633,zlj517
2022-10-15T12:52:51Z,Treating national relations as a political football cannot lead to a win-win situation. https://t.co/h0Z9dmZDNv,105,431,zlj517
2022-10-15T12:52:12Z,Satellite view of the #HongKong-Zhuhai-#Macao Bridge: 4 artificial islands built in 8 years; a 55-kilometer bridge crossing the sea https://t.co/JuDdioaJnQ,136,597,zlj517
2022-10-15T12:51:14Z,"An amazing bridge with Chinese and Islamic characteristics, symbolizing the friendship between #China and #Bangladesh. https://t.co/0Rahn71bI4",240,1629,zlj517
2022-10-15T12:18:00Z,"Is US democracy heading toward a dead end? 
https://t.co/UQlooZlaTS",123,974,zlj517
2022-10-14T12:10:00Z,"The fatal journey to the United States 
https://t.co/cxM9DVkWiG",66,310,zlj517
2022-10-13T12:50:46Z,"The pictures exhibition on the theme of ""Forging Ahead in the New Era"" https://t.co/MTUtG9COnm",195,1049,zlj517
2022-10-13T12:06:52Z,"Immerse into the boundless bamboo forest, breathe in the fresh air and take in the beautiful scenery in Yibin, southwest China's #Sichuan. https://t.co/awZWmrcMgk",110,555,zlj517
2022-10-13T12:06:14Z,Farmers embrace a good harvest this year. https://t.co/1wtmfslqUW,299,2652,zlj517
2022-10-13T12:05:00Z,"US disinformation campaigns on #Xinjiang: A playbook of ""thief crying' stop thief'""
https://t.co/woKs1OoFz4",73,223,zlj517
2022-10-12T13:58:34Z,"The Liangma River in #Beijing, 2019 vs 2022 https://t.co/cjuqLEABY0",235,2250,zlj517
2022-10-12T13:58:11Z,"The average return on US direct investment in China was 14.7% between 2000 and 2020, far higher than that of total US outbound direct investment (9.7%). https://t.co/lFCbzJHPik",83,345,zlj517
2022-10-12T13:57:03Z,Cotton harvest is in full swing in China's #Xinjiang and the overall mechanized rate of cotton-picking this year is expected to exceed 80%. https://t.co/cASsEbKJeJ,104,401,zlj517
2022-10-12T12:02:00Z,"Bloody Assassination: The U.S. Respects No Human Rights or International Law 
https://t.co/7uruENhW4I",71,250,zlj517
2022-10-11T12:58:32Z,Number of supercomputers in different countries. https://t.co/Ze29jRP0r8,474,3402,zlj517
2022-10-11T12:57:37Z,"If the only tool you have is a hammer, every problem has to look like a nail. https://t.co/3ZWBr9kxHt",292,801,zlj517
2022-10-11T12:56:53Z,"#Xinjiang HeRuo Railway, the world's first railway ring around the desert. 825km in length. https://t.co/T6BUxq8d95",168,788,zlj517
2022-10-11T12:56:03Z,A friend in need is a friend indeed. China stands with Pakistan. https://t.co/jVIfPketkG,172,929,zlj517
2022-10-11T12:54:30Z,"Xinjiang is a wonderful place!
#Xinjiang #China #AmazingChina https://t.co/hWbYNZUJYA",226,1361,zlj517
2022-10-11T12:53:34Z,Use time-lapse to discover the vast sky of China. https://t.co/XwHsvmdTnG,71,352,zlj517
2022-10-11T12:52:27Z,"The convener of the Socialist Movement of Ghana, Kyeretwie Opoku: “China has built itself up without invading anybody, without enslaving anybody, without colonizing anybody.” https://t.co/ruwo87hlYl",117,416,zlj517
2022-10-09T14:49:13Z,Western propaganda is far more sophisticated. https://t.co/gaZ9rPAZD7,241,893,zlj517
2022-10-09T14:48:19Z,"“Being able to treat patients &amp; save people’s lives, makes me realize my personal value.” said Dr. Li, a Chinese doctor in Rwanda for 10 years. https://t.co/oK9xvvdw23",57,318,zlj517
2022-10-09T14:45:58Z,Qinghai’s harvest in colors. https://t.co/MJv7MQdUjS,126,829,zlj517
2022-10-09T14:44:57Z,"#GunViolence costs the #US $557 billion a year, or 2.6% of gross domestic product, but the tragedy is still on.
https://t.co/1g3F76nZuu",67,260,zlj517
2022-10-08T14:54:49Z,"Autumn scenery:
🚩Rime-covered trees in Jilin
🚩Snow-covered Arxan City in Inner Mongolia
🚩Coastal highway under construction in Hainan
🚩Agriculturally based tourism in Guizhou https://t.co/duvu0fG9ym",88,527,zlj517
2022-10-08T14:53:08Z,Makeshift schools &amp; health facilities from China. Long live China-Pakistan friendship！ https://t.co/xXqRe3GLNE,129,599,zlj517
2022-10-08T14:50:30Z,These are the issues that the Human Rights Council truly needs to focus on. https://t.co/B1idPYrecQ,676,2917,zlj517
2022-10-04T13:57:00Z,"L'ombre nucléaire sur la région Pacifique
https://t.co/UcCDhVYzvL",73,334,zlj517
2022-10-03T13:49:00Z,"For U.S., there is no diplomacy but all coercion
https://t.co/NqHDbKprVa",102,497,zlj517
2022-10-02T13:42:00Z,"Beware of a right-leaning Japan 
https://t.co/GU5RRrAVyk",76,418,zlj517
2022-10-01T13:41:00Z,"On the Ukraine crisis, the U.S. has cheated everyone 
https://t.co/TXEGX2RSFO",267,1538,zlj517
2022-09-30T13:40:59Z,"US 'checks and balances' just a tacit excuse used by two parties to drop hot potatoes   
https://t.co/S0F9rIpXSS",137,674,zlj517
2022-09-26T13:37:17Z,Before &amp; After #US https://t.co/X5R0eaOf4n,15924,41452,zlj517
2022-09-26T13:37:00Z,"""This is extremely dangerous to our democrazy."" https://t.co/w4nJdwIKUO",1254,4396,zlj517
2022-09-26T13:36:20Z,#Beijing is preparing for the National Day celebration. https://t.co/wUmK0UYe5N,339,2234,zlj517
2022-09-24T15:16:01Z,Destruction &amp; Construction https://t.co/FidgP5ljNY,1139,7549,zlj517
2022-09-24T15:15:28Z,The words of Macky Sall speak out the voice of the African people. #Senegal https://t.co/7Ffq244ogo,192,712,zlj517
2022-09-24T15:14:51Z,"#Xinjiang, Aksu Kuche Gorge. https://t.co/7Kct2Nwr6i",123,651,zlj517
2022-09-24T15:14:04Z,US Fed rate hike drags down global economy. https://t.co/L9pwV7K90N,201,782,zlj517
2022-09-24T14:45:53Z,"Advice for the US in Africa: Stop Smearing China, Take Real Actions https://t.co/7oAyUve37Z",60,223,zlj517
2022-09-23T16:08:37Z,Who is the friend in need？ https://t.co/is2X6QvUVU,564,3109,zlj517
2022-09-23T16:05:37Z,"Jeffrey Sachs: The US shall stop provoke China On  Taiwan, 5G and other fronts. https://t.co/jzcmksdrEK",193,715,zlj517
2022-09-23T15:49:29Z,"A new power-generating unit at the Baihetan hydropower station in Southwest China started full operations, marking another great step in China's utilization of clean energy. https://t.co/6EhIzoYCU1",111,502,zlj517
2022-09-23T15:48:23Z,Is pandemic over in US? https://t.co/fzQjjbH741,226,965,zlj517
2022-09-21T13:35:30Z,"China's Mars discovery:
Tianwen orbiter has been operating for 780 days. The rover Zhurong has traveled 1,921 meters on Mars, and 1,480 gigabytes of raw scientific data has been gathered. https://t.co/OxpCOm2pzI",149,665,zlj517
2022-09-21T13:34:47Z,"""To defend even an inch of land, a country will not hesitate to sacrifice one thousand soldiers."" 
—State Councilor and Foreign Minister Wang Yi , when meeting with former US Secretary of State Henry Kissinger https://t.co/OufgKRJYg1",125,585,zlj517
2022-09-21T13:34:15Z,George Koo: One thing that the two parties in the US can agree on is to bash and criticize China. That is a very sad thing. https://t.co/8Pj4TnkzAh,89,342,zlj517
2022-09-21T13:28:57Z,Ambassador of the Solomon Islands in China: China shall continue to do good. https://t.co/WlhnAYhzoA,103,423,zlj517
2022-09-21T11:33:12Z,"Japan should learn its lesson on the Taiwan question 
https://t.co/CpS20NWvq5",53,237,zlj517
2022-09-21T11:32:50Z,Jeffrey Sachs: Where did the refugees come from? https://t.co/kDeD6mu6dY,186,581,zlj517
2022-09-21T11:31:52Z,Who is really leading the global energy transition? https://t.co/WnNajSwrGa,167,820,zlj517
2022-09-21T11:31:33Z,The U.S. has double-crossed its European partners and set a trap for them through the Ukrainian crisis. https://t.co/9NamhPWD14,333,979,zlj517
2022-09-21T11:29:54Z,UN Secretary-General @antonioguterres on China’s eradication of extreme poverty. https://t.co/rZwfx8zES0,59,205,zlj517
2022-09-20T15:11:26Z,Where do #China and the #US spend their money? https://t.co/STiT60USGk,391,1435,zlj517
2022-09-20T15:10:05Z,"The ancient and modern, Beijing. https://t.co/OpatNHrhIA",264,2263,zlj517
2022-09-20T15:07:40Z,"Look at China's RMB banknotes: Tibetan, Uyghur, Mongolian and Zhuang languages are printed beside mandarin. What about USD banknotes? https://t.co/8NoxF7Hj3g",734,4874,zlj517
2022-09-20T15:06:59Z,"What is American #democracy? 
The majority speaks, but no policymaker listens.
#US #Princeton https://t.co/CKmt1s8R3A",136,526,zlj517
2022-09-20T15:06:12Z,Stop describing the world from the perspective of colonists. https://t.co/WbRoNi2DBK,6629,32663,zlj517
2022-09-20T15:05:18Z,Jeffrey Sachs: Times have changed. https://t.co/mjL3Qsn6Bc,138,413,zlj517
2022-09-20T15:04:12Z,"Why is the US not in a hurry to end Russia-Ukraine conflict? Because someone else is taking the bullets and suffering from supply shortage for it.
#Europe #EnergyCrisis https://t.co/fKLx6XukBe",146,476,zlj517
2022-09-19T12:59:05Z,"""Do not see the east Asia through lenses of Western media."" https://t.co/vxfX4kBXNB",277,1081,zlj517
2022-09-19T12:57:30Z,The NSA’s cyber attacks and data theft against China are supported by a clear and complete chain of evidence. https://t.co/7VLipVpOg7,258,788,zlj517
2022-09-19T12:54:12Z,Secretary General of the Egyptian Council of Foreign Affairs Hisham el-Zimaity: #SCO is aimed at achieving development for people. https://t.co/Ui2u9KePb1,73,307,zlj517
2022-09-19T12:52:46Z,"Nepali Ambassador to China: China-Nepal railway is a way to prosperity; talk of ‘debt trap’ just noise.
https://t.co/felxO6U9iN",73,243,zlj517
2022-09-17T13:02:10Z,Starry starry night in #Beijing. https://t.co/UzmdSpRCN5,210,1202,zlj517
2022-09-17T13:00:22Z,94% of our member enterprises are optimistic with their business in China. https://t.co/DOsPCKMC1y,103,383,zlj517
2022-09-17T12:59:40Z,"Behind a new ACT in the US, there's no justice but business. https://t.co/KleOpzHbmE",109,415,zlj517
2022-09-17T12:51:00Z,"China has achieved great economic development in the last 10 years, with significant enhancement of its comprehensive national strength &amp; intl influence. https://t.co/FU6yqWgaFU",157,694,zlj517
2022-09-17T02:12:06Z,"How the richest country loots one of the poorest
https://t.co/vn7gsuKacb",124,643,zlj517
2022-09-15T12:20:20Z,"Geopolitical refrains in U.S. new sub-Saharan strategy disappointing
https://t.co/W7sPPENA51",57,217,zlj517
2022-09-09T12:06:00Z,"¡A la alerta, Todos! ——Reflexiones a partir de la visita de Pelosi a Taiwan
https://t.co/Kkzu3KxJRq",81,332,zlj517
2022-09-09T12:00:01Z,"PGII, a Repackaging of B3W, a Pious Grandstanding
https://t.co/GxgCRqsvhf",46,206,zlj517
2022-09-08T12:10:30Z,"Quand les Etats-Unis s'opposent à eux-mêmes
https://t.co/1k3UIg1Jkd",56,198,zlj517
2022-09-08T12:00:33Z,"Comment les États-Unis sont devenus un État policier
https://t.co/upWGFRZjoZ",51,206,zlj517
2022-09-07T15:53:45Z,"U.S. is squandering the faith of its people 
https://t.co/IFjh0ETUXP",110,475,zlj517
2022-09-07T15:52:50Z,"The Washington Consensus: daggers hidden in smiles
https://t.co/LPIMMj3VGr",65,254,zlj517
2022-09-06T00:40:01Z,"A friend in word 
          VS 
A friend indeed https://t.co/PtVq48e5Vg",155,613,zlj517
2022-09-06T00:39:14Z,Cost of the U.S. war in Afghanistan. https://t.co/rzbvUcbLTr,746,3037,zlj517
2022-09-06T00:37:30Z,"How do the cars disappear? The wonderful underground tunnel, below the Dianchi Lake in Kunming, #Yunnan. https://t.co/TBdCG82Xal",281,1347,zlj517
2022-09-06T00:36:56Z,The 2022 China International Fair for Trade in Services (CIFTIS) has set up an environmental services section for the first time in its history. https://t.co/Sfp80pY0o3,89,396,zlj517
2022-08-31T13:20:47Z,Shows and schemes: What does the US want from Taiwan? https://t.co/7xcPeVn2Q6,121,535,zlj517
2022-08-31T13:19:47Z,Why Does the United States Keep Spreading Lies about Xinjiang?https://t.co/qMZgMIMXre,181,629,zlj517
2022-08-30T11:27:02Z,"While the world faces hunger, the US is having a feast 
https://t.co/VTIyQsghsx",87,289,zlj517
2022-08-30T11:26:20Z,"Pelosi's Taiwan visit spells trouble for the world
https://t.co/as0PSYba2z",133,832,zlj517
2022-08-29T13:03:15Z,"#Changchun Air Show #China 
长春飞行表演 https://t.co/K8j6l8MiVm",373,3321,zlj517
2022-08-29T12:17:08Z,The wonderful performance of the Chinese Air Force at Changchun airshow! https://t.co/c7I9YOcAjI,608,3379,zlj517
2022-08-26T13:30:54Z,Can’t believe this bowl of beef noodles is actually painted by a Chinese artist! https://t.co/HpHcLCE679,218,1354,zlj517
2022-08-26T13:28:35Z,"Actions speaks louder than words.
https://t.co/WhYmytNuNE",101,319,zlj517
2022-08-26T13:26:04Z,"2,022 drones gathered above the Youyi Park in Changchun, Jilin province to stage a fantastic light show. https://t.co/JcmKMoLQhR",162,936,zlj517
2022-08-26T13:25:33Z,The US spends much more on defense than the next 9 countries combined. https://t.co/3QQBOR0PDT,356,1171,zlj517
2022-08-26T13:24:53Z,They will fight until the last Ukrainian. https://t.co/egc2Ih66MY,747,3084,zlj517
2022-08-26T13:24:35Z,China values win-win. But you will see a lot of lose-lose behavior of the US. https://t.co/ihaJjotMjR,104,410,zlj517
2022-08-25T15:56:04Z,"U.S., UK and Australia Should Stop Hypocritical Justifications on Nuclear-powered Submarines Cooperation
https://t.co/dztbVXTHj7",79,254,zlj517
2022-08-25T15:55:42Z,"Life in the US ‘Empire of Surveillance’: Trapped in ‘Dragnet’
https://t.co/K8kSmmyiFx",75,231,zlj517
2022-08-25T15:54:52Z,"US must give up its double standards on non-proliferation
https://t.co/MnGimcveXK",63,224,zlj517
2022-08-25T15:54:23Z,"Taiwan visit exposes Pelosi to more problems 
https://t.co/K2IZ1xhOmi",101,510,zlj517
2022-08-25T15:53:50Z,"Partisanship erodes SCOTUS and stings U.S. public
https://t.co/GZYkHZHCgY",49,144,zlj517
2022-08-25T15:53:02Z,"Empire of Hacking: U.S. is the Biggest Threat to Cyber Security
https://t.co/piGWDc9KPF",79,259,zlj517
2022-08-25T15:52:16Z,"Amnesty International caught in racism scandals while preaching about ‘human rights’
https://t.co/wTXXUqYmKc",97,383,zlj517
2022-08-25T06:14:19Z,Wang Yi attended the reception marking 30th anniversary of the establishment of diplomatic relations between China and the ROK in Beijing. https://t.co/c4PY6Bs1j9,161,1172,zlj517
2022-08-25T06:11:33Z,"Some facts about Pelosi's visit to Taiwan.
https://t.co/Tph33phHzH",67,249,zlj517
2022-08-24T15:52:04Z,"China has decided to provide another batch of emergency humanitarian supplies, including 25,000 tents to Pakistan.  https://t.co/nhfGO6zPbz",361,1745,zlj517
2022-08-24T13:06:53Z,"“I hope our family can become a bridge connecting Syria and China,”says Syrian young student in China, Zein Alabdin Ali. https://t.co/tWLhxBGJds",141,632,zlj517
2022-08-24T13:05:56Z,"Scenery of Chaka Yan Lake in NW China's Qinghai, popularly known as ""Mirror of the Sky"". https://t.co/QQKnU7Vnbl",102,435,zlj517
2022-08-24T12:18:12Z,The US has stolen more than 18 billion dollars from Libya. https://t.co/0Sy3KDc9h6,2038,5861,zlj517
2022-08-24T12:17:53Z,"Similarly, Taiwan Province is not America's real concern, hegemony is. https://t.co/FhIu6NnnFY",208,1118,zlj517
2022-08-24T12:17:40Z,Human rights should not be weaponized. https://t.co/afbr0guyGB,119,403,zlj517
2022-08-24T12:17:07Z,China AID &amp; USAID https://t.co/6VLXz3MF0k,4246,15124,zlj517
2022-08-24T12:16:52Z,"When all is exposed, 98% of Washington will fall. https://t.co/YIVPM85ZqJ",531,1988,zlj517
2022-08-24T12:16:34Z,Seeing is believing. #Xinjiang https://t.co/lPT4gJF5TI,90,481,zlj517
2022-08-24T12:15:43Z,What the US has left to the Middle East. https://t.co/9ZDG24NY0X,681,2100,zlj517
2022-08-23T14:36:26Z,The stunning sunrise in Huangshan. https://t.co/5QZs4UXgdA,132,1000,zlj517
2022-08-23T14:35:57Z,Chinese drones make Thai agriculture easier. https://t.co/xoGHVFmUeL,74,395,zlj517
2022-08-23T14:35:12Z,Can the US deliver its #climatechange bill? https://t.co/w273npi6wr,91,291,zlj517
2022-08-23T14:34:45Z,"After the #US hastily withdrew from Afghanistan one year ago in disregard of its responsibilities and obligations, Afghanistan has been facing a worsening humanitarian crisis, economic depression and terrorist attacks. https://t.co/EtSKTyLhMg",72,232,zlj517
2022-08-23T14:33:52Z,Check out how big data helps with combating and eradicating poverty. https://t.co/JCxTQn4B1b,59,218,zlj517
2022-08-23T14:32:38Z,"“The Western media accuses China of luring us into a debt trap……But from where I’m standing, ultimate blame lies with the Western-dominated neoliberal system that keeps developing countries in a form of debt-fueled colonization.”
https://t.co/QMdGy6ohG3",62,188,zlj517
2022-08-23T14:32:10Z,Humanitarian aid from China has helped improve lives of many Afghan people. https://t.co/bQwxBx7j65,83,422,zlj517
2022-08-23T14:31:14Z,"Salute to #PLA, our Most admirable people. https://t.co/CkVx9FxVxY",71,315,zlj517
2022-08-23T14:30:16Z,The US froze 7 billion of Afghanistan’s foreign exchange assets to hamper Afghanistan’s reconstruction and development. Acting against the trend of the times will only lead to more “Kabul moments”. https://t.co/o12grIjnsM,121,322,zlj517
2022-08-23T14:29:38Z,China’s #ClimateAction: the wind power station on the Gobi Desert in Gansu. https://t.co/PjryQ3OttX,117,580,zlj517
2022-08-23T14:29:19Z,Foreign Ministry Spokesperson’s remarks on the visit to Taiwan by Governor of the US State of Indiana.  https://t.co/dw55EvJcXO,31,121,zlj517
2022-08-23T14:28:56Z,Foreign Ministry Spokesperson’s remarks on Japanese lawmaker’s visit to Taiwan. https://t.co/JKusjXIaVJ,30,104,zlj517
2022-08-23T14:28:03Z,"China begins shipment of high-speed trains to Indonesia, customized for the Jakarta-Bandung high-speed railway. https://t.co/ri4hlKFIHI",55,403,zlj517
2022-08-23T14:27:35Z,China has built the largest #5G network in the world. There are now 475 million 5G mobile phone users nationwide. https://t.co/SZuBJDnVMy,58,311,zlj517
2022-08-23T14:27:02Z,台湾同胞就是中国公民，有困难请找中国大使馆。 https://t.co/B0gLeJF4L0,964,9236,zlj517
2022-08-23T14:26:45Z,Baby #panda trying to get on a hammock... https://t.co/BgvzlZIl2e,118,729,zlj517
2022-08-23T14:26:11Z,The line waiting for the library to open in #Chongqing. Knowledge is power. https://t.co/axLaMWW0Yg,266,2073,zlj517
