docname,Segment,WPS,WC,Sixltr,Dic,culture.culture-high,culture.culture-popular,culture.sport,culture,economy.+state+,economy.=state=,economy.-state-,environment.con environment,environment.pro environment,groups.ethnic,groups.women,institutions.conservative,institutions.neutral,institutions.radical,law_and_order.law-conservative,law_and_order.law-liberal,rural,urban,values.conservative,values.liberal,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.1,1,10,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,20
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.2,2,25,25,20,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,4,8,0,0,0,0,0,0,0,0,12
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.3,3,38.333333333333336,115,27.83,7.83,0,0,0,0.87,0,2.61,0,0,0.87,0,0,0,0,0.87,0,0,0,0,1.74,0.87,15.65,2.61,8.7,0,0,0,0,2.61,1.74,0,0,11.3
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.4,4,45,90,25.56,5.56,0,0,0,1.11,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,13.33,2.22,10,0,0,0,0,1.11,0,0,0,12.22
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.5,5,18.142857142857142,127,31.5,3.94,0,0,0,0,0.79,2.36,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39,5.51,5.51,0,0,0,0,1.57,0.79,0.79,0,11.02
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.6,6,30.428571428571427,213,28.17,4.23,0,0,0,0,0.94,1.88,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0.47,13.62,3.29,5.16,0.47,0,0,0,1.41,0.47,0.47,0.94,9.86
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.7,7,28.333333333333332,170,30,4.12,0,0,0,0,1.76,1.18,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,9.41,4.71,3.53,0,0,0,0,1.18,0,0,0,8.24
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.8,8,22,110,34.55,7.27,0.91,0,0,0,0,4.55,0,0,0,0,0,0.91,0.91,0,0,0,0,0,0,0,11.82,4.55,5.45,0,0,0,0,1.82,0,0,0,10
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.9,9,37,148,29.73,9.46,0,0,0,0,0,3.38,0.68,0,0,0,0,1.35,1.35,0.68,0,0,0.68,0,0,1.35,10.14,2.7,3.38,0,0,0,0,2.03,0.68,0.68,0.68,6.08
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.10,10,27.6,138,28.26,12.32,0.72,0,0,0,0,5.8,0.72,0,0,0,0,0.72,2.17,0.72,0,0,0,0,0.72,0.72,10.14,3.62,5.8,0,0,0,0,0,0.72,0.72,0,9.42
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.11,11,31.666666666666668,95,28.42,8.42,0,0,0,1.05,1.05,2.11,0,0,2.11,0,0,0,0,1.05,0,0,0,0,1.05,0,12.63,3.16,6.32,0,0,0,0,3.16,0,0,0,9.47
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.12,12,16.4,82,30.49,4.88,0,0,0,2.44,1.22,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,13.41,6.1,6.1,0,0,0,0,1.22,0,0,0,12.2
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.13,13,36,72,40.28,8.33,0,0,0,0,0,2.78,1.39,0,0,0,0,0,2.78,1.39,0,0,0,0,0,0,9.72,2.78,4.17,0,0,0,0,0,0,0,1.39,6.94
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.14,14,36.333333333333336,109,34.86,8.26,0,0,0,0,0.92,2.75,2.75,0,0.92,0,0,0,0,0.92,0,0,0,0,0,0,12.84,2.75,8.26,0,0,0,0,0.92,0.92,0.92,0,11.01
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.15,15,24.5,98,29.59,5.1,0,0,0,0,0,1.02,0,0,1.02,0,0,1.02,0,0,1.02,0,0,0,0,1.02,9.18,4.08,2.04,0,0,0,0,3.06,0,0,0,6.12
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.16,16,24.166666666666668,145,37.93,8.97,0,0,0,0,1.38,4.83,0.69,0,0.69,0,0,0.69,0,0,0,0,0,0,0,0.69,9.66,4.14,4.83,0,0,0,0,0.69,0,0,0,8.97
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.17,17,29.75,119,39.5,4.2,0,0,0,0,0,0.84,0,0,1.68,0,0,0,0,0.84,0,0,0,0,0.84,0,10.92,3.36,5.88,0,0,0,0,1.68,0,0,0,9.24
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.18,18,21.833333333333332,131,27.48,6.11,0,0,0,0,0,1.53,1.53,0,2.29,0,0,0,0,0,0,0,0,0,0.76,0,8.4,4.58,2.29,0,0,0,0,1.53,0,0,0,6.87
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.19,19,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.20,20,24.833333333333332,149,28.86,8.05,0,0,0,0,0.67,0.67,2.68,0,0.67,0,0,2.01,0,0,0,0,0,0,0.67,0.67,12.08,4.03,4.7,0,0,0,0,1.34,2.01,0.67,0,8.72
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.21,21,20.75,83,21.69,1.2,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64,3.61,3.61,0,0,0,1.2,0,1.2,1.2,0,8.43
Acting_in_Solidarity_for_a_Shared_Future___Remarks.csv.22,22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.1,23,3,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.2,24,18.25,73,27.4,1.37,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59,5.48,2.74,0,0,0,0,1.37,0,0,0,8.22
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.3,25,39,39,30.77,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,12.82,2.56,5.13,0,0,0,0,5.13,0,0,0,7.69
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.4,26,32,64,29.69,4.69,0,0,0,0,0,1.56,0,1.56,0,0,0,0,0,0,1.56,0,0,0,0,0,15.62,3.12,7.81,0,0,0,0,4.69,0,0,0,10.94
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.5,27,33,66,28.79,4.55,0,0,0,0,1.52,1.52,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,3.03,6.06,0,0,0,0,4.55,0,0,0,9.09
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.6,28,32,64,29.69,7.81,0,0,0,1.56,0,0,0,0,3.12,0,0,0,0,1.56,0,0,0,0,1.56,0,12.5,3.12,4.69,0,0,0,0,4.69,0,0,0,7.81
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.7,29,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.8,30,18.5,37,32.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,5.41,8.11,0,0,0,0,0,0,0,0,13.51
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.9,31,23,92,32.61,4.35,0,0,0,0,1.09,1.09,0,1.09,0,0,0,0,0,0,0,0,0,0,1.09,0,11.96,4.35,5.43,0,0,0,0,0,1.09,1.09,0,10.87
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.10,32,32.75,131,27.48,1.53,0,0,0,0,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63,3.05,3.82,0,0,0,0,0.76,0,0,0,6.87
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.11,33,32.285714285714285,226,29.2,9.29,0,0,0,0.44,0.88,6.19,0,0,0.44,0,0,0,0.44,0.88,0,0,0,0,0,0,10.62,3.1,5.75,0,0,0,0,0.88,0,0,0.44,8.85
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.12,34,28.5,114,33.33,9.65,0,0,0,0,1.75,1.75,0,0,0,0,0,0,2.63,2.63,0.88,0,0,0,0,0,11.4,3.51,7.89,0,0,0,0,0,0,0,0,11.4
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.13,35,24.5,147,30.61,7.48,0,0.68,0,2.72,0.68,2.04,0.68,0,0,0,0.68,0,0,0,0,0,0,0,0,0,8.84,4.08,2.04,0,0,0,0,2.72,0,0,0,6.12
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.14,36,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.15,37,24,120,26.67,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,11.67,4.17,3.33,0,0.83,0,0,1.67,1.67,0,0,8.33
Advance_BRICS_Cooperation_to_Meet_Common_Challenge.csv.16,38,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33
At_the_Central_Political_and_Legal_Work_Conference.csv.1,39,70,210,36.19,8.1,0,0,0,0.95,0.48,1.9,0,0,0,0,0,0.48,1.9,1.43,0.48,0,0,0,0.48,0,12.86,1.43,9.05,0,0,0,0,0.48,0.95,0.95,0.48,10.48
At_the_Central_Political_and_Legal_Work_Conference.csv.2,40,43,43,32.56,11.63,0,0,0,0,0,0,0,0,0,0,0,0,11.63,0,0,0,0,0,0,0,11.63,2.33,9.3,0,0,0,0,0,0,0,0,11.63
At_the_Central_Political_and_Legal_Work_Conference.csv.3,41,40.5,162,27.78,9.26,0,0,0,0.62,0.62,1.85,0,0,0,0.62,0,0,1.85,0.62,2.47,0,0,0,0.62,0,9.26,2.47,6.17,0,0,0,0,0,0.62,0.62,0,8.64
At_the_Central_Political_and_Legal_Work_Conference.csv.4,42,68.5,137,29.2,8.76,0,0,0,2.92,0.73,0.73,0,0,0.73,0,0,0,1.46,0.73,0.73,0,0,0,0.73,0,11.68,1.46,8.76,0,0,0,0,0,1.46,1.46,0,10.22
At_the_Central_Political_and_Legal_Work_Conference.csv.5,43,48.5,194,36.08,6.19,0,0,0,0,0,1.55,0,0,0,0,0,0,2.06,1.03,0,0,0,0,1.55,0,10.31,2.06,6.19,0,0,0,0,1.03,1.03,1.03,0,8.25
At_the_Central_Political_and_Legal_Work_Conference.csv.6,44,38.8,194,29.38,4.12,0,0,0,0.52,1.03,0,0.52,0,0,0,0,0,1.55,0,0,0,0,0,0.52,0,12.89,2.58,7.73,0,0,0,0,2.58,0,0,0,10.31
At_the_Central_Political_and_Legal_Work_Conference.csv.7,45,40.333333333333336,121,28.1,4.96,0,0,0,0,0,1.65,0,0,0,0,0,1.65,0,0,0.83,0,0,0,0.83,0,13.22,2.48,4.96,0,0,0,0,1.65,4.13,0.83,0,7.44
At_the_Central_Political_and_Legal_Work_Conference.csv.8,46,42.5,255,35.69,6.27,0.78,0,0,0.39,0,1.18,0.78,0,0,0,0,0,1.18,1.96,0,0,0,0,0,0,10.98,2.35,8.63,0,0,0,0,0,0,0,0,10.98
At_the_Central_Political_and_Legal_Work_Conference.csv.9,47,48,192,33.85,4.69,0,0,0,0.52,0.52,0,0.52,0,0,0,0,1.56,0.52,0.52,0,0,0,0,0,0.52,14.58,2.08,8.33,0,0,0,0,1.56,1.56,0.52,0.52,10.42
At_the_Central_Political_and_Legal_Work_Conference.csv.10,48,38.5,154,24.68,5.19,0,0,0,0.65,0.65,0,1.3,0,0,0,0,0,0.65,0.65,1.3,0,0,0,0,0,11.04,2.6,3.25,0,0,0,0,1.3,3.9,0,0,5.84
At_the_Central_Political_and_Legal_Work_Conference.csv.11,49,32,160,27.5,6.88,0,0,0,0,1.88,1.25,0.62,0,0,0,0,0,0,0,2.5,0,0,0,0,0.62,10,3.12,6.88,0,0,0,0,0,0,0,0,10
At_the_Central_Political_and_Legal_Work_Conference.csv.12,50,38.5,154,37.01,7.79,0,0,0,0,0.65,2.6,0,0,0.65,0,0,1.3,1.95,0,0,0,0,0,0.65,0,7.79,2.6,5.19,0,0,0,0,0,0,0,0,7.79
At_the_Central_Political_and_Legal_Work_Conference.csv.13,51,85.5,171,32.16,4.09,0,0,0,0.58,0.58,0.58,0.58,0,0,0,0,0,0.58,0.58,0,0,0,0,0.58,0,12.28,1.17,6.43,0.58,0,0,0,0,4.09,0.58,0,8.19
At_the_Central_Political_and_Legal_Work_Conference.csv.14,52,50,50,46,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,18,2,8,0,0,0,0,2,6,6,0,10
At_the_Central_Political_and_Legal_Work_Conference.csv.15,53,57,114,41.23,7.02,0,0,0,0,0,0.88,0.88,1.75,0,0,0,0,2.63,0.88,0,0,0,0,0,0,14.04,1.75,11.4,0,0,0,0,0.88,0,0,0,13.16
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.1,54,13.5,27,37.04,7.41,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,0,0,0,0,0,11.11,7.41,0,0,0,0,0,0,3.7,3.7,0,7.41
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.2,55,4,4,25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,50,25,25,0,0,0,0,0,0,0,0,50
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.3,56,23.25,93,21.51,4.3,0,0,0,1.08,1.08,0,0,0,0,0,0,1.08,0,0,0,0,0,0,1.08,0,7.53,4.3,1.08,0,0,0,0,0,2.15,2.15,0,5.38
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.4,57,4,4,25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,50,25,25,0,0,0,0,0,0,0,0,50
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.5,58,58,58,24.14,3.45,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,13.79,1.72,8.62,0,0,0,0,3.45,0,0,0,10.34
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.6,59,30.5,61,21.31,3.28,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,13.11,3.28,6.56,0,0,0,0,3.28,0,0,0,9.84
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.7,60,21.666666666666668,65,20,7.69,0,0,0,0,0,0,3.08,0,0,0,0,0,0,1.54,0,0,0,0,1.54,1.54,10.77,4.62,4.62,0,0,0,0,1.54,0,0,0,9.23
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.8,61,16.5,66,31.82,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,4.55,12.12,6.06,4.55,0,0,0,0,1.52,0,0,0,10.61
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.9,62,23.75,95,24.21,5.26,0,0,0,1.05,1.05,1.05,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,14.74,4.21,6.32,0,0,0,0,4.21,0,0,0,10.53
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.10,63,21.5,129,28.68,1.55,0,0,0,0,0.78,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,7.75,4.65,1.55,0,0,0,0,1.55,0,0,0,6.2
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.11,64,18.25,73,20.55,4.11,0,0,0,0,0,2.74,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44,4.11,6.85,1.37,0,0,0,2.74,1.37,1.37,0,12.33
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.12,65,25,75,30.67,8,0,0,0,0,1.33,2.67,0,0,0,0,0,1.33,1.33,1.33,0,0,0,0,0,0,12,4,6.67,0,0,0,0,1.33,0,0,0,10.67
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.13,66,26,78,26.92,12.82,0,0,0,6.41,1.28,1.28,0,0,0,0,0,1.28,0,0,0,0,0,0,0,2.56,14.1,3.85,5.13,0,0,0,0,3.85,1.28,1.28,0,8.97
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.14,67,18.333333333333332,55,36.36,5.45,0,0,0,0,3.64,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.91,5.45,3.64,0,0,0,0,1.82,0,0,0,9.09
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.15,68,25.666666666666668,77,36.36,11.69,0,0,0,0,1.3,2.6,0,1.3,1.3,0,0,0,0,1.3,1.3,0,0,0,1.3,1.3,14.29,3.9,5.19,0,0,0,0,5.19,0,0,0,9.09
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.16,69,19.666666666666668,118,23.73,5.93,0,0,0,0,0,1.69,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0,11.02,5.08,2.54,0,0,0,0,3.39,0,0,0,7.63
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.17,70,39,117,35.9,5.98,0,0,0,0,0.85,3.42,0,0,0.85,0,0,0,0,0.85,0,0,0,0,0,0,14.53,2.56,8.55,0,0,0,0,3.42,0,0,0,11.11
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.18,71,25.8,129,29.46,3.88,0,0,0,0.78,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0.78,13.18,3.88,6.98,0,0,0,0,2.33,0,0,0,10.85
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.19,72,27.5,110,30.91,0.91,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.82,3.64,5.45,0,0,0,0,0.91,1.82,1.82,0,9.09
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.20,73,18.25,73,20.55,2.74,0,0,0,1.37,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,10.96,5.48,5.48,0,0,0,0,0,0,0,0,10.96
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.21,74,20.25,81,22.22,2.47,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,1.23,0,18.52,12.35,6.17,0,0,0,0,0,0,0,0,18.52
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.22,75,33,132,25.76,3.79,0,0,0,0,0,0.76,0,0,0,0,0,0.76,0,0.76,0,0,0,0,0,1.52,9.09,3.03,6.06,0,0,0,0,0,0,0,0,9.09
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.23,76,4,4,25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,50,25,25,0,0,0,0,0,0,0,0,50
Bolstering_Confidence_and_Jointly_Overcoming_Diffi.csv.24,77,19.666666666666668,59,27.12,8.47,0,0,0,0,0,1.69,1.69,0,0,0,0,0,0,0,0,0,0,0,3.39,1.69,8.47,5.08,3.39,0,0,0,0,0,0,0,0,8.47
Building_on_Past_Achievements_and_Launching_a_New_.csv.1,78,8,8,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,0,0,0,12.5,0,0,0,12.5
Building_on_Past_Achievements_and_Launching_a_New_.csv.2,79,3,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
Building_on_Past_Achievements_and_Launching_a_New_.csv.3,80,16.666666666666668,100,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11,5,4,1,0,0,0,1,0,0,0,10
Building_on_Past_Achievements_and_Launching_a_New_.csv.4,81,20,80,30,1.25,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,5,3.75,0,0,0,0,2.5,1.25,1.25,0,8.75
Building_on_Past_Achievements_and_Launching_a_New_.csv.5,82,23.333333333333332,70,34.29,2.86,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,10,4.29,5.71,0,0,0,0,0,0,0,0,10
Building_on_Past_Achievements_and_Launching_a_New_.csv.6,83,19,57,26.32,10.53,0,0,0,0,0,0,1.75,1.75,7.02,0,0,0,0,0,0,0,0,0,0,0,12.28,5.26,5.26,0,0,0,0,1.75,0,0,0,10.53
Building_on_Past_Achievements_and_Launching_a_New_.csv.7,84,18.666666666666668,56,32.14,8.93,0,0,0,0,3.57,0,0,0,1.79,0,0,0,0,1.79,1.79,0,0,0,0,0,5.36,5.36,0,0,0,0,0,0,0,0,0,5.36
Building_on_Past_Achievements_and_Launching_a_New_.csv.8,85,81,81,19.75,3.7,0,0,0,0,0,1.23,0,0,1.23,0,0,0,0,0,0,0,1.23,0,0,0,9.88,2.47,4.94,1.23,0,0,0,1.23,0,0,0,8.64
Building_on_Past_Achievements_and_Launching_a_New_.csv.9,86,18,54,33.33,3.7,0,0,0,0,0,1.85,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,11.11,5.56,3.7,0,0,0,0,1.85,0,0,0,9.26
Building_on_Past_Achievements_and_Launching_a_New_.csv.10,87,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Building_on_Past_Achievements_and_Launching_a_New_.csv.11,88,22,66,18.18,4.55,0,0,0,0,0,1.52,0,0,0,0,0,0,0,1.52,0,0,0,0,1.52,0,13.64,4.55,4.55,0,1.52,0,0,0,3.03,0,0,10.61
Building_on_Past_Achievements_and_Launching_a_New_.csv.12,89,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.1,90,6,6,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,16.67
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.2,91,3,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.3,92,19,57,28.07,7.02,0,0,0,0,1.75,1.75,0,0,0,0,0,0,3.51,0,0,0,0,0,0,0,14.04,5.26,1.75,0,0,0,0,1.75,1.75,1.75,1.75,7.02
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.4,93,25,125,27.2,3.2,0,0,0,1.6,0,0.8,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,15.2,4,7.2,0,0,0,0,3.2,0.8,0.8,0,11.2
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.5,94,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.6,95,16.6,83,24.1,4.82,0,0,0,1.2,0,0,1.2,0,0,0,0,0,0,1.2,0,0,1.2,0,0,0,16.87,4.82,2.41,0,0,2.41,0,2.41,4.82,0,0,9.64
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.7,96,20.8,104,25.96,7.69,0,0,0,0.96,1.92,0,0,0,0,0,0,0.96,0,0.96,0,0,0.96,0,0.96,0.96,15.38,4.81,4.81,0,0,0,0,3.85,1.92,0,0,9.62
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.8,97,26,52,28.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,3.85,3.85,0,0,0,0,0,0,0,0,7.69
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.9,98,23,69,17.39,2.9,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,14.49,4.35,5.8,0,0,0,0,2.9,1.45,1.45,0,10.14
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.10,99,28.714285714285715,201,31.34,5.97,0,0,0,0,1.99,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,1.49,0,14.43,3.48,4.48,0,0,0,0,1.49,3.98,2.99,0.5,7.96
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.11,100,26,78,29.49,3.85,0,0,0,0,1.28,0,0,0,1.28,0,0,0,0,0,0,0,0,0,1.28,0,12.82,3.85,7.69,0,0,0,0,0,1.28,1.28,0,11.54
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.12,101,28.875,231,33.33,3.9,0,0,0,0,0.43,0,0.87,0,0,0,0,0.43,0,0.43,1.3,0,0.43,0,0,0,12.55,3.46,6.06,0,0,0,0,2.6,0.43,0.43,0,9.52
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.13,102,22.333333333333332,67,28.36,2.99,0,0,0,0,0,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,11.94,4.48,5.97,0,0,0,0,0,1.49,1.49,0,10.45
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.14,103,27.25,218,28.44,11.01,0,0,0,0.92,1.38,5.05,0.92,0,0.92,0,0,0,0,0.92,0.46,0,0.46,0,0,0,11.01,3.67,3.67,0,0,0,0,1.38,2.29,0.46,0,7.34
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.15,104,17.25,69,27.54,2.9,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.49,5.8,1.45,0,0,0,0,5.8,1.45,1.45,0,7.25
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.16,105,38,114,22.81,4.39,0,0.88,0,0.88,0.88,0.88,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,14.91,2.63,7.02,0,0,0,0,2.63,2.63,2.63,0,9.65
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.17,106,25,75,28,8,0,0,0,0,0,2.67,1.33,0,0,0,0,0,2.67,0,1.33,0,0,0,0,0,10.67,4,1.33,0,0,0,0,4,1.33,1.33,0,5.33
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.18,107,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Carrying_Forward_the_Shanghai_Spirit_and_Deepening.csv.19,108,32.666666666666664,98,24.49,6.12,0,0,0,0,1.02,0,0,0,0,0,0,0,0,1.02,0,0,0,0,3.06,1.02,15.31,3.06,8.16,0,0,0,0,2.04,0,0,1.02,11.22
