docname,Segment,WPS,WC,Sixltr,Dic,culture.culture-high,culture.culture-popular,culture.sport,culture,economy.+state+,economy.=state=,economy.-state-,environment.con environment,environment.pro environment,groups.ethnic,groups.women,institutions.conservative,institutions.neutral,institutions.radical,law_and_order.law-conservative,law_and_order.law-liberal,rural,urban,values.conservative,values.liberal,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Summary_of_the_Party_s_Historical_Experience_to_St.csv.43,831,38,114,39.47,7.89,0,0,0,1.75,0,0,2.63,0,0,0,0,0,0.88,0.88,0,0,0,0,1.75,0,13.16,2.63,7.89,0.88,0,0,0,0,1.75,1.75,0,11.4
Summary_of_the_Party_s_Historical_Experience_to_St.csv.44,832,18,18,27.78,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,16.67,0,5.56,0,0,0,0,0,0,0,5.56,5.56
Summary_of_the_Party_s_Historical_Experience_to_St.csv.45,833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summary_of_the_Party_s_Historical_Experience_to_St.csv.46,834,39.5,395,28.86,4.81,0,0,0,0,0.51,0.25,0.25,0,0,0,0,1.01,1.52,0,0,0,0,0,1.27,0,7.59,2.53,3.8,0,0.25,0,0,0.76,0.25,0.25,0,6.58
Summary_of_the_Party_s_Historical_Experience_to_St.csv.47,835,18,18,33.33,11.11,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,16.67,0,5.56,0,0,0,0,0,0,0,5.56,5.56
Summary_of_the_Party_s_Historical_Experience_to_St.csv.48,836,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summary_of_the_Party_s_Historical_Experience_to_St.csv.49,837,28.09090909090909,309,31.07,7.12,0,0,0,0,0.65,0.65,0.65,0,0,0,0,0.97,1.62,0.65,0,0,0,0,1.94,0,11,3.56,4.53,0,0,0,0,0,2.91,0.32,0,8.09
Summary_of_the_Party_s_Historical_Experience_to_St.csv.50,838,18,18,33.33,11.11,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,16.67,0,5.56,0,0,0,0,0,0,0,5.56,5.56
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.1,839,31.8,159,29.56,6.92,0,0,0,0,1.26,0.63,0.63,0,0,0,0,0,1.89,1.26,0,0,0,0,1.26,0,8.18,3.14,1.89,0,0,0,0,0.63,0,0,1.26,5.03
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.2,840,6.5,13,30.77,15.38,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,7.69
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.3,841,28.2,282,27.3,8.87,0,0,0,0,0.71,0.71,0.35,0,0,0,0,0.35,0,0.35,1.06,0,0,0,5.32,0,15.25,3.55,3.55,1.42,0,0,0,0.71,6.03,3.19,0,8.51
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.4,842,26.77777777777778,723,27.39,7.05,0,0,0,0.83,0.41,0.14,0.28,0.14,0,0,0,0.55,0.14,0.28,0.14,0,0,0,4.15,0,12.72,3.73,6.92,0.14,0.14,0,0,0.14,1.66,1.38,0,10.93
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.5,843,66.66666666666667,200,31,5.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0.5,9,1.5,4.5,0,0.5,0,0,0,2.5,1.5,0,6.5
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.6,844,28.923076923076923,376,25.27,3.19,0,0,0,2.13,0.27,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.53,0,11.44,3.46,5.85,0.27,0,0,0,1.6,0.27,0.27,0,9.57
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.7,845,32.333333333333336,194,27.84,7.22,0,0,0,2.06,1.03,0,0.52,0,0,0,0,0,0,2.58,0,0,0,0,1.03,0,8.25,3.09,4.64,0,0,0,0,0.52,0,0,0,7.73
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.8,846,20.333333333333332,122,17.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,4.92,3.28,0,1.64,0,0,0.82,1.64,0,0,9.84
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.9,847,95.5,191,34.03,8.9,0,0,0,0.52,1.57,0.52,1.05,0,0,0,0,0.52,0,0,0,0,0,0,4.71,0,8.9,1.05,5.76,0.52,0.52,0,0,0,1.05,0,0,7.85
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.10,848,24.833333333333332,149,30.87,4.03,0,0,0,0,0.67,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0.67,0,9.4,4.03,3.36,0,0,0,0,0.67,1.34,0,0,7.38
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.11,849,24.615384615384617,320,29.06,6.25,0,0,0,1.56,0.62,1.56,1.25,0,0,0.31,0,0,0,0,0,0,0,0,0.94,0,13.75,3.75,5.62,0.31,0,0,0.31,1.88,1.88,1.88,0,10
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.12,850,58,116,37.07,7.76,0,0,0,0,1.72,0,1.72,0,0,0,0,1.72,0,0,0,0,0,0,2.59,0,10.34,1.72,6.9,0,0,0,0,0,1.72,0,0,8.62
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.13,851,21.571428571428573,151,29.8,2.65,0,0,0,0,0.66,0,0,0,0,0,0,0.66,0,0,0,0,0,0,1.32,0,14.57,4.64,3.97,0,0,0,0,3.31,2.65,2.65,0,8.61
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.14,852,47,188,33.51,5.32,0,0,0,0,3.19,0,0,0,0,0,0,0.53,0,0.53,0.53,0,0,0,0.53,0,19.68,2.13,8.51,0,0.53,0,0,3.19,5.32,1.06,0,11.17
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.15,853,46.25,185,30.81,3.78,0,0,0,0,1.08,0,0,0,0,0,0,0.54,0,0.54,0,0,0,0,1.62,0,10.27,2.16,3.78,0,0,0,0,1.62,2.7,1.62,0,5.95
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.16,854,7.5,15,33.33,13.33,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0,6.67
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.17,855,80,80,30,12.5,0,0,0,0,2.5,1.25,1.25,0,0,0,0,0,1.25,0,0,0,0,0,6.25,0,15,1.25,12.5,1.25,0,0,0,0,0,0,0,15
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.18,856,26.142857142857142,183,26.23,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0.55,0,0,0,0,0,10.93,3.83,4.37,0,0.55,0,0,1.64,0.55,0.55,0,8.74
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.19,857,21,147,38.78,8.84,0,0,0,0.68,0.68,0,1.36,1.36,0,0,0,2.04,0,0,0,0,0,0,2.72,0,11.56,4.76,4.76,0,0,0,0,0,2.04,0.68,0,9.52
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.20,858,74.5,149,26.85,4.7,0,0,0,0,0.67,0.67,0,0,0,0,0,0.67,0.67,0,0,0,0,0,2.01,0,8.05,1.34,5.37,0,0,0,0,0.67,0.67,0.67,0,6.71
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.21,859,27.5,165,32.12,9.7,0,0,0,0.61,0,0,0.61,0,0,0,0,0,1.21,1.21,0.61,0,0,0,4.85,0.61,12.12,3.64,7.88,0,0,0,0,0,0.61,0.61,0,11.52
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.22,860,28.142857142857142,394,24.37,3.05,0,0,0,0.25,0,0.51,0,0.25,0,0,0,0,0,0.76,0.25,0,0,0,1.02,0,8.88,3.55,2.54,0.25,0.25,0,0,0.25,2.03,1.02,0,6.6
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.23,861,44.666666666666664,134,25.37,8.96,0,0,0,0.75,1.49,1.49,0,0,0,0,0,0,0.75,0,0.75,0,0,0,3.73,0,13.43,2.24,7.46,0.75,0,0,0,1.49,1.49,0,0,10.45
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.24,862,15.166666666666666,91,18.68,7.69,0,0,0,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,13.19,6.59,3.3,0,1.1,0,0,0,2.2,2.2,0,10.99
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.25,863,26.545454545454547,292,22.95,5.14,0,0,0,2.74,0,0.34,0,0,0,0,0,0,0,0.34,0,0,0,0,1.71,0,9.25,3.77,3.77,0,0,0,0,0.34,1.37,1.37,0,7.53
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.26,864,52.5,315,21.9,5.4,0,0,0,2.54,1.27,0.32,0,0,0,0,0,0,0,0.32,0.32,0,0,0,0.63,0,10.16,2.22,4.13,0.32,0.63,0,0,0.32,2.54,2.54,0,7.3
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.27,865,26.8,134,26.12,4.48,0,0,0,0,0,0,1.49,0,0,0,0,2.24,0,0,0,0,0,0,0.75,0,14.93,3.73,5.97,0,0.75,0,0,2.24,2.24,2.24,0,10.45
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.28,866,27.76923076923077,361,28.53,5.82,0,0,0,0,0,0.55,0.83,0,0.28,0,0,0.83,0,0.55,0.83,0,0,0,1.94,0,12.19,3.6,5.26,0,0.28,0,0,0.83,2.22,0.55,0,9.14
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.29,867,49.4,247,32.79,10.93,0,0,0,0.81,0.4,0,1.21,0,0,0,0,0.81,1.62,0.81,1.21,0,0.4,0,3.64,0,8.5,2.02,3.64,0.4,0,0,0,0.81,1.62,1.62,0,6.07
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.30,868,30.454545454545453,335,20.6,1.19,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0.3,0,0,0,0.3,0,13.43,3.58,7.46,0,0,0,0,0.6,1.79,0.6,0,11.04
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.31,869,23.5,94,27.66,2.13,0,0,0,1.06,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.96,4.26,11.7,0,0,0,0,0,0,0,0,15.96
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.32,870,26.2,393,19.85,3.05,0,0,0,0,0.76,0.25,0.51,0,0.51,0,0,0.25,0.25,0.25,0,0,0,0,0.25,0,12.21,3.56,3.82,0,0.51,0,0.51,0,3.82,0.76,0,8.4
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.33,871,39.333333333333336,118,23.73,2.54,0,0,0,0.85,0,0,0,0,0,0.85,0,0,0,0,0.85,0,0,0,0,0,13.56,2.54,5.08,0,0.85,0,0,1.69,3.39,1.69,0,8.47
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.34,872,39.5,395,28.86,4.81,0,0,0,0,0.51,0.25,0.25,0,0,0,0,1.01,1.52,0,0,0,0,0,1.27,0,7.59,2.53,3.8,0,0.25,0,0,0.76,0.25,0.25,0,6.58
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.35,873,26.75,321,29.6,6.85,0,0,0,0,0.62,0.62,0.62,0,0,0,0,0.93,1.56,0.62,0,0,0,0,1.87,0,11.84,3.74,4.67,0,0,0,0,0,3.43,0.31,0,8.41
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.36,874,10,20,35,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,5,0,0,0,0,0,0,0,0,10
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.37,875,22,88,30.68,7.95,0,0,0,0,3.41,0,0,0,0,0,0,0,0,1.14,0,0,0,0,3.41,0,9.09,4.55,3.41,0,0,0,0,1.14,0,0,0,7.95
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.38,876,21,189,30.16,8.47,0,0,0,0,1.06,1.59,0,0,0,0,0,0.53,2.65,0,0,0,0,0,2.65,0,14.29,4.76,6.88,0,0,0,0,0.53,0,0,1.06,11.64
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.39,877,24.46153846153846,318,32.7,7.55,0,0,0,0.31,0.94,0,0,0,0,0,0,0,0.63,0.31,0.63,0,0,0,4.72,0,11.01,4.09,5.66,0,0,0,0,0.31,0.94,0.94,0,9.75
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.40,878,23.46153846153846,305,26.56,5.25,0,0,0,1.31,0.98,1.31,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0.66,0,11.48,4.26,4.59,0,0.33,0,0,0,2.3,0.33,0,9.18
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.41,879,33,363,31.4,6.89,0.28,0,0,0.28,1.65,0.55,0.28,0,0,0,0,0.28,0,0.55,0,0,0,0,3.03,0,14.05,3.03,8.54,0,0,0,0,2.2,0.28,0.28,0,11.57
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.42,880,21.833333333333332,131,27.48,3.82,0,0,0,0.76,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,2.29,0,11.45,4.58,2.29,0,0,0,0,2.29,2.29,0.76,0,6.87
Talk_Given_at_the_Party_History_Learning_and_Educa.csv.43,881,44,132,31.06,4.55,0,0,0,0,0.76,2.27,0,0,0,0,0,0,0,0.76,0,0,0,0,0.76,0,9.85,1.52,6.82,0,0,0,0.76,0.76,0,0,0,9.09
The_Correct_Understanding_of_Major_Theoretical_and.csv.1,882,21,21,33.33,9.52,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,4.76,4.76,0,0,0,0,0,4.76,4.76,0,9.52
The_Correct_Understanding_of_Major_Theoretical_and.csv.2,883,23.5,47,27.66,2.13,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,12.77,4.26,6.38,0,0,0,0,0,2.13,2.13,0,10.64
The_Correct_Understanding_of_Major_Theoretical_and.csv.3,884,23.444444444444443,211,24.64,9,0.47,0,0,1.9,0.95,0.95,0.47,0.47,0,0,0,1.42,0.47,0.47,0.47,0,0,0,0.47,0.47,11.85,4.27,4.74,0.47,0,0,0,0.95,1.42,0.47,0,9.48
The_Correct_Understanding_of_Major_Theoretical_and.csv.4,885,18,108,26.85,2.78,0,0,0,0.93,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0.93,0,14.81,4.63,4.63,0,0,0.93,0,0.93,3.7,0,0,10.19
The_Correct_Understanding_of_Major_Theoretical_and.csv.5,886,28.333333333333332,170,33.53,8.82,0,0,0,0,2.35,3.53,0.59,0,0,0,0,1.18,0,0,0.59,0,0,0,0,0.59,13.53,3.53,5.29,0,0,0,0,2.35,2.35,1.18,0,8.82
The_Correct_Understanding_of_Major_Theoretical_and.csv.6,887,33,165,34.55,4.24,0,0,0,0,0.61,1.82,0.61,0,0,0,0,0,0,0,0.61,0,0,0,0.61,0,11.52,3.64,6.67,0,0,0,0,0,1.21,0,0,10.3
The_Correct_Understanding_of_Major_Theoretical_and.csv.7,888,34.5,207,24.15,8.21,0,0,0,1.45,2.42,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,15.46,2.42,6.76,0,0,0,0.48,0.97,4.83,0.97,0,9.66
The_Correct_Understanding_of_Major_Theoretical_and.csv.8,889,24.727272727272727,272,31.25,6.62,0,0,0,0.37,0,2.21,2.57,0.74,0,0,0,0.37,0,0.37,0,0,0,0,0,0,10.29,4.04,4.41,0.37,0,0,0,0.37,1.1,0,0,8.82
The_Correct_Understanding_of_Major_Theoretical_and.csv.9,890,22.09090909090909,243,28.4,7,0,0,0,0.41,1.23,3.29,1.65,0,0,0,0,0.41,0,0,0,0,0,0,0,0,14.4,4.53,6.58,0,0,0,0,1.65,1.65,0,0,11.11
The_Correct_Understanding_of_Major_Theoretical_and.csv.10,891,16.666666666666668,50,32,12,0,0,0,0,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,2,0,0,0,0,0,0,0,10
The_Correct_Understanding_of_Major_Theoretical_and.csv.11,892,38,190,28.42,9.47,0,0,0,0,0.53,3.16,0.53,1.05,3.16,0,0,0,0,1.05,0,0,0,0,0,0,16.32,2.63,10,0,0.53,0,0,1.05,2.11,0,0,13.16
The_Correct_Understanding_of_Major_Theoretical_and.csv.12,893,31,155,36.77,4.52,0,0,0,0,0,0,1.29,1.29,1.29,0,0,0,0,0.65,0,0,0,0,0,0,8.39,3.23,3.87,0,0,0,0,1.29,0,0,0,7.1
The_Correct_Understanding_of_Major_Theoretical_and.csv.13,894,34,68,39.71,7.35,0,0,0,0,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,1.47,8.82,2.94,2.94,0,0,0,0,2.94,0,0,0,5.88
The_Correct_Understanding_of_Major_Theoretical_and.csv.14,895,42.25,169,24.85,8.28,0,0,0,0,0,1.18,0.59,1.78,0,0,0,0.59,0,0.59,0,0,3.55,0,0,0,12.43,2.37,7.1,0,0,0,0,2.37,0.59,0.59,0,9.47
The_Correct_Understanding_of_Major_Theoretical_and.csv.15,896,19.833333333333332,119,19.33,7.56,0,0,0,0,0,3.36,2.52,0,0,0.84,0,0,0,0,0,0,0,0,0.84,0,16.81,5.04,5.04,1.68,0,0,0,1.68,3.36,1.68,0,11.76
The_Correct_Understanding_of_Major_Theoretical_and.csv.16,897,19.75,316,31.96,12.34,0.32,0,0,0,0,4.75,4.43,0,0,0,0,1.27,0.32,0.63,0.63,0,0,0,0,0,14.56,5.06,6.96,0,0,0,0,0.63,1.9,0,0,12.03
The_Correct_Understanding_of_Major_Theoretical_and.csv.17,898,33.22222222222222,299,35.79,12.37,0,0,0,0,1,3.01,6.02,0,0,0,0,1,0.67,0.33,0,0,0,0,0.33,0,12.37,3.01,7.02,0,0.33,0,0,1.34,0.67,0,0,10.37
The_Correct_Understanding_of_Major_Theoretical_and.csv.18,899,23,46,26.09,17.39,0,0,0,0,2.17,6.52,6.52,0,0,0,0,0,0,0,0,0,0,0,2.17,0,10.87,4.35,6.52,0,0,0,0,0,0,0,0,10.87
The_Correct_Understanding_of_Major_Theoretical_and.csv.19,900,25.125,201,28.86,5.97,0,0,0,0,0,2.99,0,0,0.5,0,0,0,1,0.5,0,0,0,0,1,0,13.93,3.98,3.98,0.5,0,0,0,1.49,3.98,0,0,8.46
The_Correct_Understanding_of_Major_Theoretical_and.csv.20,901,38.7,387,29.2,7.24,0,0,0,0,0,3.62,0.78,0,1.03,0,0,0,1.03,0.52,0,0,0,0,0.26,0,14.99,2.58,7.24,0,0,0,0,1.55,3.62,0,0,9.82
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.1,902,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,50,0,0
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.2,903,21.5,86,33.72,6.98,0,0,0,0,1.16,0,0,0,0,0,0,1.16,3.49,0,0,0,0,0,1.16,0,11.63,4.65,6.98,0,0,0,0,0,0,0,0,11.63
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.3,904,26,78,25.64,2.56,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,3.85,1.28,0,0,0,0,0,0,0,0,5.13
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.4,905,26,26,26.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,3.85
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.5,906,29.25,117,9.4,1.71,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,3.42,5.13,0,0,0,0,0.85,1.71,0,0,8.55
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.6,907,17.11111111111111,154,16.88,3.9,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,1.3,0,0,0,0,0,11.69,5.19,4.55,0,0,0,0.65,0,1.3,0,0,10.39
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.7,908,21.7,217,14.75,3.69,0,0,0,0,0.46,0.46,0.46,0,0,0,0,0,0,0,0.46,0,1.38,0,0.46,0,17.51,4.15,5.99,0,0,0.46,0,1.38,5.53,0,0,10.6
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.8,909,35.5,71,19.72,7.04,0,0,0,4.23,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,2.82,8.45,0,0,0,0,0,0,0,0,11.27
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.9,910,27,27,18.52,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,7.41,3.7,0,0,0,0,0,0,0,11.11
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.10,911,20,160,14.37,3.12,0,0,0,0,2.5,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,15.62,5,5,1.25,0,0,0,0,4.38,0.62,0,11.25
To_be_an_Ambitious_Generation__An_Interview_with_X.csv.11,912,24.2,121,14.88,6.61,0,0,0,0,2.48,0.83,2.48,0,0.83,0,0,0,0,0,0,0,0,0,0,0,14.05,4.13,5.79,0,0,0,0,0.83,3.31,3.31,0,9.92
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.1,913,9,9,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,11.11
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.2,914,3,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.3,915,27,27,29.63,7.41,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,3.7,0,3.7,3.7,0,0,0,0,0,0,0,0,0,3.7
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.4,916,11.8,59,20.34,8.47,0,0,0,1.69,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,11.86,8.47,1.69,0,0,0,0,1.69,0,0,0,10.17
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.5,917,21.4,107,21.5,7.48,0,0,0,0,0,4.67,1.87,0,0,0,0,0,0,0,0,0,0,0,0.93,0,13.08,4.67,6.54,0,0,0,0,0.93,0,0,0,12.15
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.6,918,18.166666666666668,109,27.52,5.5,0,0,0,0,0,3.67,0,0,0,0,0,0.92,0,0,0,0,0,0,0.92,0,11.01,4.59,5.5,0.92,0,0,0,0,0,0,0,11.01
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.7,919,21,147,27.21,3.4,0,0,0,0.68,0.68,0.68,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,10.88,4.76,3.4,0,0,0,0,1.36,0,0,0,9.52
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.8,920,19.142857142857142,134,29.1,8.96,0.75,0,0,0,1.49,2.99,1.49,0,0,0,0,0,2.24,0,0,0,0,0,0,0,8.96,5.22,2.24,0,0,0,0,0,1.49,0,0,7.46
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.9,921,23.714285714285715,166,30.12,6.63,0,0,0,0,1.2,3.61,0,0,0.6,0,0,0,0,1.2,0,0,0,0,0,0,13.86,4.22,6.63,0,0,0,0,1.81,0,0,0.6,10.84
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.10,922,25.88888888888889,233,30.9,7.73,0,0,0,0,0.43,2.58,1.72,0,0,0,0.43,0.43,0,1.29,0,0,0,0,0.86,0,9.87,4.29,3,0,0,0,0,0.43,1.29,1.29,0.43,7.3
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.11,923,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.12,924,19.2,96,23.96,4.17,0,0,0,0,1.04,0,0,0,0,0,0,0,1.04,1.04,0,0,0,0,1.04,0,11.46,5.21,4.17,0,0,0,0,2.08,0,0,0,9.38
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.13,925,18,90,33.33,2.22,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,1.11,0,12.22,5.56,4.44,0,0,0,0,1.11,1.11,1.11,0,10
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.14,926,30,150,29.33,11.33,0,0,0,0,0.67,3.33,1.33,0,0,0,0,2,0,2.67,0,0,0,0,0,1.33,15.33,3.33,10,0,0,0,0,1.33,0.67,0.67,0,13.33
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.15,927,27.142857142857142,190,30.53,8.95,0,0,0,0.53,1.58,2.63,1.58,0,0.53,0,0,0.53,0,0,0,0,0,0,1.58,0,11.05,3.68,5.26,0,0,0,0,1.05,1.05,1.05,0,8.95
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.16,928,27.285714285714285,191,25.13,6.28,0,0,0,0,1.57,0.52,0,0.52,2.09,0,0,0,0,0,0.52,0,0.52,0,0,0.52,8.9,3.66,4.19,0,0,0,0,1.05,0,0,0,7.85
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.17,929,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.18,930,26,208,30.29,4.81,0,0,0,0,0.48,2.4,0.48,0.48,0,0,0,0,0.48,0.48,0,0,0,0,0,0,11.06,3.85,3.85,0,0,0,0,1.92,1.44,1.44,0,7.69
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.19,931,23.666666666666668,71,28.17,4.23,0,0,0,0,2.82,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,4.23,7.04,0,0,0,0,0,0,0,0,11.27
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.20,932,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Together__Let_Us_Fight_COVID_19_and_Create_a_Bette.csv.21,933,26,78,11.54,2.56,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,15.38,3.85,6.41,0,1.28,0,0,1.28,2.56,0,0,11.54
Working_Together_for_an_Asia_Pacific_Community_wit.csv.1,934,10,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,10
Working_Together_for_an_Asia_Pacific_Community_wit.csv.2,935,3,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
